date,classifier,pipe_named_steps,best_params,selected_features,user_inputs,responders_rate,X_train_size(num of rows in cv input df),scorer_used,scorer_score_mean,scorer_score_std,accuracy,precision,recall,f1,confusion_matrix,param_grid_searched_at
2023-08-06,"RandomForestClassifier(max_depth=100, max_features=None, min_samples_split=5,
                       n_estimators=10, n_jobs=-1, random_state=42)","{'scaler': StandardScaler(), 'smote': SMOTE(random_state=42, sampling_strategy='minority'), 'kBest': SelectKBest(), 'classifier': RandomForestClassifier(max_depth=100, max_features=None, min_samples_split=5,
                       n_estimators=10, n_jobs=-1, random_state=42)}","{'kBest__k': 30, 'classifier__n_jobs': -1, 'classifier__n_estimators': 10, 'classifier__min_samples_split': 5, 'classifier__min_samples_leaf': 1, 'classifier__max_features': None, 'classifier__max_depth': 100, 'classifier': RandomForestClassifier(max_depth=100, max_features=None, min_samples_split=5,
                       n_estimators=10, n_jobs=-1, random_state=42)}","['Ratio_Relative_Power_Norm_Beta1 Over Beta2_F8', 'Ratio_Relative_Power_Norm_Beta1 Over Beta2_Fpz', 'Ratio_Relative_Power_Norm_Delta Over Beta1_C1', 'Ratio_Relative_Power_Norm_Delta Over Beta1_C2', 'Ratio_Relative_Power_Norm_Delta Over Beta1_C4', 'Ratio_Relative_Power_Norm_Delta Over Beta1_C6', 'Ratio_Relative_Power_Norm_Delta Over Beta1_CP1', 'Ratio_Relative_Power_Norm_Delta Over Beta1_CP2', 'Ratio_Relative_Power_Norm_Delta Over Beta1_CP4', 'Ratio_Relative_Power_Norm_Delta Over Beta1_CP6', 'Ratio_Relative_Power_Norm_Delta Over Beta1_CPz', 'Ratio_Relative_Power_Norm_Delta Over Beta1_Cz', 'Ratio_Relative_Power_Norm_Delta Over Beta1_F4', 'Ratio_Relative_Power_Norm_Delta Over Beta1_FC1', 'Ratio_Relative_Power_Norm_Delta Over Beta1_FC4', 'Ratio_Relative_Power_Norm_Delta Over Beta1_P10', 'Ratio_Relative_Power_Norm_Delta Over Beta1_P5', 'Ratio_Relative_Power_Norm_Delta Over Beta1_P6', 'Ratio_Relative_Power_Norm_Delta Over Beta1_P7', 'Ratio_Relative_Power_Norm_Delta Over Beta1_P8', 'Ratio_Relative_Power_Norm_Delta Over Beta1_P9', 'Ratio_Relative_Power_Norm_Delta Over Beta1_PO8', 'Ratio_Relative_Power_Norm_Delta Over Beta1_Pz', 'Ratio_Relative_Power_Norm_Delta Over Beta1_TP7', 'Ratio_Relative_Power_Norm_Delta Over Beta1_TP8', 'Ratio_Relative_Power_Norm_Delta Over Beta2_P10', 'Ratio_Relative_Power_Norm_Delta Over Beta2_P8', 'Ratio_Relative_Power_Norm_Delta Over Beta2_PO8', 'Ratio_Relative_Power_Norm_Delta Over Beta2_Pz', 'Ratio_Relative_Power_Norm_Delta Over Beta2_TP8']","{'rs': 42, 'X_version': 1, 'split_rows': 'normal', 'drop_out_correlated': False, 'age_under_50': False, 'debug': False, 'exhaustive_grid_search': False, 'classification_type': 'normal', 'scoring_method': 'precision', 'both': True, 'cv': 5, 'n_iter': 300, 'n_jobs': 1, 'use_gamma_columns': True, 'classification': True, 'lite_mode': True, 'test_size': 0.15, 'stdout_to_file': False, 'significant': False, 'output_folder_label': '_precision_300_RF_TUNED', 'beta': 0.5}",0.6071428571428571,112,precision,0.626910866910867,0.1736621516298991,0.5267857142857143,0.6271186440677966,0.5441176470588235,0.5826771653543307,"[[22 22]
 [31 37]]
[[TN FP
[FN TP]]","{'kBest__k': [5, 10, 15, 20, 30, 50, 100, 300, 550], 'classifier__n_estimators': [10, 20, 30, 40, 50, 60, 70, 80, 100, 500, 2000], 'classifier__n_jobs': [-1], 'classifier__max_depth': [None, 3, 6, 10, 50, 100], 'classifier__max_features': ['sqrt', 'log2', None], 'classifier__min_samples_split': [2, 5, 10, 40], 'classifier__min_samples_leaf': [1, 2, 4, 7, 10], 'classifier': [RandomForestClassifier(max_depth=100, max_features=None, min_samples_split=5,
                       n_estimators=10, n_jobs=-1, random_state=42)]}"
