date,classifier,best_params,selected_features,user_inputs,score_mean,score_std,pipe_named_steps,accuracy,precision,recall,f1,scorer_used,scorer_score_mean,scorer_score_std,confusion_matrix,ADD HERE TRAINING SET SIZE,ADD HERE NUM OF RESPONDERS (TRUE POSITIVE + FALSE NEGATIVE),responders_rate,X_train_size
29/12/2022,"{'scaler': StandardScaler(), 'kBest': SelectKBest(), 'corr_drop': CorrelationDropper2(), 'classifier': DecisionTreeClassifier(max_leaf_nodes=10, min_samples_split=12, random_state=42)}","{'kBest__score_func': <function mutual_info_classif at 0x0000024C2C2941F0>, 'kBest__k': 7, 'classifier__min_samples_split': 12, 'classifier__max_leaf_nodes': 10, 'classifier': DecisionTreeClassifier(max_leaf_nodes=10, min_samples_split=12, random_state=42)}","['Pair_Mean_Power_Abs_Beta2_F3-F4', 'Ratio_Relative_Power_Norm_Alpha Over Beta2_C6', 'Ratio_Relative_Power_Norm_Beta1 Over Beta2_F8', 'Ratio_Relative_Power_Norm_Delta Over Theta_T7', 'Single_Mean_Power_Abs_Alpha_T8', 'Single_Mean_Power_Abs_Alpha_TP8', 'Single_Mean_Power_Abs_Beta2_F5']","{'rs': 42, 'X_version': 1, 'split_rows': 1, 'drop_out_correlated': False, 'age_under_50': False, 'debug': False, 'classification_type': 'normal', 'scoring_method': 'accuracy', 'both': False, 'cv': 5, 'n_iter': 100, 'n_jobs': 5, 'use_gamma_columns': True}",0.683088235,0.106361254,,,,,,,,,,,,,
29/12/2022,"{'scaler': StandardScaler(), 'kBest': SelectKBest(), 'corr_drop': CorrelationDropper2(), 'classifier': RandomForestClassifier(max_depth=84, max_features=21, min_samples_leaf=11,
                       min_samples_split=4, n_estimators=148, random_state=42)}","{'kBest__score_func': <function mutual_info_classif at 0x0000024C2C2941F0>, 'kBest__k': 29, 'classifier__n_estimators': 148, 'classifier__min_samples_split': 4, 'classifier__min_samples_leaf': 11, 'classifier__max_features': 21, 'classifier__max_depth': 84, 'classifier__bootstrap': True, 'classifier': RandomForestClassifier(max_depth=84, max_features=21, min_samples_leaf=11,
                       min_samples_split=4, n_estimators=148, random_state=42)}","['gender', 'Pair_Mean_Power_Abs_Beta2_F3-F4', 'Pair_Mean_Power_Abs_Delta_F7-F8', 'Pair_Mean_Power_Abs_Delta_P3-P4', 'Ratio_Relative_Power_Norm_Alpha Over Beta2_C6', 'Ratio_Relative_Power_Norm_Beta1 Over Beta2_F8', 'Ratio_Relative_Power_Norm_Beta1 Over Beta2_P5', 'Ratio_Relative_Power_Norm_Beta1 Over Beta2_PO4', 'Ratio_Relative_Power_Norm_Delta Over Beta1_FT8', 'Ratio_Relative_Power_Norm_Delta Over Beta2_F6', 'Ratio_Relative_Power_Norm_Delta Over Theta_T7', 'Ratio_Relative_Power_Norm_Theta Over Alpha_F2', 'Ratio_Relative_Power_Norm_Theta Over Beta2_FT8', 'Ratio_Relative_Power_Norm_Theta Over Beta2_Fpz', 'Single_Center_of_Mass_Alpha_PO8', 'Single_Mean_Power_Abs_Alpha_C5', 'Single_Mean_Power_Abs_Alpha_T8', 'Single_Mean_Power_Abs_Alpha_TP8', 'Single_Mean_Power_Abs_Beta1_F8', 'Single_Mean_Power_Abs_Beta1_POz', 'Single_Mean_Power_Abs_Beta2_F5', 'Single_Mean_Power_Abs_Delta_FC2', 'Single_Mean_Power_Abs_Delta_FC4', 'Single_Relative_Power_Norm_Beta1_PO4', 'Single_Relative_Power_Norm_Beta2_FT8', 'Single_Relative_Power_Norm_Delta_F1', 'Single_Relative_Power_Norm_Delta_Fp2', 'Single_Mean_Power_Abs_Gamma_TP7', 'Single_Relative_Power_Norm_Gamma_CP2']","{'rs': 42, 'X_version': 1, 'split_rows': 1, 'drop_out_correlated': False, 'age_under_50': False, 'debug': False, 'classification_type': 'normal', 'scoring_method': 'accuracy', 'both': False, 'cv': 5, 'n_iter': 100, 'n_jobs': 5, 'use_gamma_columns': True}",0.633823529,0.040979044,,,,,,,,,,,,,
29/12/2022,"{'scaler': StandardScaler(), 'kBest': SelectKBest(), 'corr_drop': CorrelationDropper2(), 'classifier': GradientBoostingClassifier(max_depth=5, min_samples_split=200, random_state=42)}","{'classifier__min_samples_split': 200, 'classifier__max_depth': 5, 'classifier': GradientBoostingClassifier(max_depth=5, min_samples_split=200, random_state=42)}","['Pair_Mean_Power_Abs_Alpha_F7-F8', 'Pair_Mean_Power_Abs_Beta1_F3-F4', 'Pair_Mean_Power_Abs_Beta1_F7-F8', 'Pair_Mean_Power_Abs_Beta2_F3-F4', 'Pair_Mean_Power_Abs_Beta2_F7-F8', 'Pair_Mean_Power_Abs_Delta_P3-P4', 'Pair_Mean_Power_Abs_Theta_C3-C4', 'Pair_Mean_Power_Abs_Theta_P3-P4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_PO4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_POz']","{'rs': 42, 'X_version': 1, 'split_rows': 1, 'drop_out_correlated': False, 'age_under_50': False, 'debug': False, 'classification_type': 'normal', 'scoring_method': 'accuracy', 'both': False, 'cv': 5, 'n_iter': 100, 'n_jobs': 5, 'use_gamma_columns': True}",0.646323529,0.022829669,,,,,,,,,,,,,
29/12/2022,"{'scaler': StandardScaler(), 'kBest': SelectKBest(), 'corr_drop': CorrelationDropper2(), 'classifier': <catboost.core.CatBoostClassifier object at 0x0000024C2C807700>}","{'kBest__k': 9, 'classifier__learning_rate': 0.1, 'classifier__depth': 9, 'classifier': <catboost.core.CatBoostClassifier object at 0x0000024C2C807700>}","['Pair_Mean_Power_Abs_Alpha_F7-F8', 'Pair_Mean_Power_Abs_Beta1_F3-F4', 'Pair_Mean_Power_Abs_Beta1_F7-F8', 'Pair_Mean_Power_Abs_Beta2_F3-F4', 'Pair_Mean_Power_Abs_Beta2_F7-F8', 'Pair_Mean_Power_Abs_Delta_P3-P4', 'Pair_Mean_Power_Abs_Theta_C3-C4', 'Pair_Mean_Power_Abs_Theta_P3-P4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_POz']","{'rs': 42, 'X_version': 1, 'split_rows': 1, 'drop_out_correlated': False, 'age_under_50': False, 'debug': False, 'classification_type': 'normal', 'scoring_method': 'accuracy', 'both': False, 'cv': 5, 'n_iter': 100, 'n_jobs': 5, 'use_gamma_columns': True}",0.608088235,0.115457567,,,,,,,,,,,,,
29/12/2022,"{'scaler': StandardScaler(), 'kBest': SelectKBest(), 'corr_drop': CorrelationDropper2(), 'classifier': KNeighborsClassifier(algorithm='ball_tree', leaf_size=35, n_neighbors=12)}","{'kBest__score_func': <function f_classif at 0x000001A7F77613F0>, 'kBest__k': 38, 'classifier__weights': 'uniform', 'classifier__p': 2, 'classifier__n_neighbors': 12, 'classifier__leaf_size': 35, 'classifier__algorithm': 'ball_tree', 'classifier': KNeighborsClassifier(algorithm='ball_tree', leaf_size=35, n_neighbors=12)}","['Pair_Mean_Power_Abs_Alpha_F7-F8', 'Pair_Mean_Power_Abs_Beta1_F3-F4', 'Pair_Mean_Power_Abs_Beta1_F7-F8', 'Pair_Mean_Power_Abs_Beta2_F3-F4', 'Pair_Mean_Power_Abs_Beta2_F7-F8', 'Pair_Mean_Power_Abs_Delta_P3-P4', 'Pair_Mean_Power_Abs_Theta_C3-C4', 'Pair_Mean_Power_Abs_Theta_F3-F4', 'Pair_Mean_Power_Abs_Theta_F7-F8', 'Pair_Mean_Power_Abs_Theta_P3-P4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_C1', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_CP2', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_CPz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_Cz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_Iz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_O2', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_Oz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P1', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P2', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P6', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_PO3', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_PO4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_PO8', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_POz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_Pz', 'Ratio_Relative_Power_Norm_Delta Over Theta_AF3', 'Ratio_Relative_Power_Norm_Delta Over Theta_AFz', 'Ratio_Relative_Power_Norm_Delta Over Theta_Fp1', 'Ratio_Relative_Power_Norm_Delta Over Theta_Fpz', 'Single_Mean_Power_Abs_Beta2_F1', 'Single_Mean_Power_Abs_Beta2_F3', 'Single_Mean_Power_Abs_Beta2_Fz', 'Single_Mean_Power_Abs_Delta_Fp2', 'Single_Mean_Power_Abs_Delta_Fpz', 'Single_Relative_Power_Norm_Beta2_F7', 'Single_Relative_Power_Norm_Beta2_Fp1', 'Single_Relative_Power_Norm_Gamma_F7']","{'rs': 42, 'X_version': 1, 'split_rows': 1, 'drop_out_correlated': False, 'age_under_50': False, 'debug': False, 'classification_type': 'normal', 'scoring_method': 'accuracy', 'both': False, 'cv': 5, 'n_iter': 200, 'n_jobs': 5, 'use_gamma_columns': True}",0.707352941,0.070932067,,,,,,,,,,,,,
30/12/2022,"{'scaler': StandardScaler(), 'kBest': SelectKBest(), 'classifier': LogisticRegression(C=30, max_iter=10000, random_state=42)}","{'kBest__score_func': <function f_classif at 0x000001DB44E1D480>, 'kBest__k': 32, 'classifier__C': 30, 'classifier': LogisticRegression(C=30, max_iter=10000, random_state=42)}","['Pair_Mean_Power_Abs_Alpha_F7-F8', 'Pair_Mean_Power_Abs_Beta1_F3-F4', 'Pair_Mean_Power_Abs_Beta1_F7-F8', 'Pair_Mean_Power_Abs_Beta2_F3-F4', 'Pair_Mean_Power_Abs_Beta2_F7-F8', 'Pair_Mean_Power_Abs_Delta_P3-P4', 'Pair_Mean_Power_Abs_Theta_C3-C4', 'Pair_Mean_Power_Abs_Theta_F3-F4', 'Pair_Mean_Power_Abs_Theta_F7-F8', 'Pair_Mean_Power_Abs_Theta_P3-P4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_CP2', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_CPz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_Iz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_O2', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_Oz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P1', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P2', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P6', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_PO4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_PO8', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_POz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_Pz', 'Ratio_Relative_Power_Norm_Delta Over Theta_AF3', 'Ratio_Relative_Power_Norm_Delta Over Theta_AFz', 'Ratio_Relative_Power_Norm_Delta Over Theta_Fp1', 'Single_Mean_Power_Abs_Beta2_F1', 'Single_Mean_Power_Abs_Beta2_F3', 'Single_Mean_Power_Abs_Beta2_Fz', 'Single_Mean_Power_Abs_Delta_Fp2', 'Single_Relative_Power_Norm_Beta2_F7', 'Single_Relative_Power_Norm_Gamma_F7']","{'rs': 42, 'X_version': 1, 'split_rows': 1, 'drop_out_correlated': False, 'age_under_50': False, 'debug': False, 'exhaustive_grid_search': True, 'classification_type': 'normal', 'scoring_method': 'accuracy', 'both': False, 'cv': 5, 'n_iter': 200, 'n_jobs': 5, 'use_gamma_columns': True}",,,,,,,,,,,,,,,
30/12/2022,"{'scaler': StandardScaler(), 'kBest': SelectKBest(), 'classifier': LogisticRegression(C=30, max_iter=10000, random_state=42)}","{'kBest__score_func': <function f_classif at 0x00000131CD79D480>, 'kBest__k': 32, 'classifier__C': 30, 'classifier': LogisticRegression(C=30, max_iter=10000, random_state=42)}","['Pair_Mean_Power_Abs_Alpha_F7-F8', 'Pair_Mean_Power_Abs_Beta1_F3-F4', 'Pair_Mean_Power_Abs_Beta1_F7-F8', 'Pair_Mean_Power_Abs_Beta2_F3-F4', 'Pair_Mean_Power_Abs_Beta2_F7-F8', 'Pair_Mean_Power_Abs_Delta_P3-P4', 'Pair_Mean_Power_Abs_Theta_C3-C4', 'Pair_Mean_Power_Abs_Theta_F3-F4', 'Pair_Mean_Power_Abs_Theta_F7-F8', 'Pair_Mean_Power_Abs_Theta_P3-P4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_CP2', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_CPz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_Iz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_O2', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_Oz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P1', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P2', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P6', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_PO4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_PO8', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_POz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_Pz', 'Ratio_Relative_Power_Norm_Delta Over Theta_AF3', 'Ratio_Relative_Power_Norm_Delta Over Theta_AFz', 'Ratio_Relative_Power_Norm_Delta Over Theta_Fp1', 'Single_Mean_Power_Abs_Beta2_F1', 'Single_Mean_Power_Abs_Beta2_F3', 'Single_Mean_Power_Abs_Beta2_Fz', 'Single_Mean_Power_Abs_Delta_Fp2', 'Single_Relative_Power_Norm_Beta2_F7', 'Single_Relative_Power_Norm_Gamma_F7']","{'rs': 42, 'X_version': 1, 'split_rows': 1, 'drop_out_correlated': False, 'age_under_50': False, 'debug': False, 'exhaustive_grid_search': True, 'classification_type': 'normal', 'scoring_method': 'accuracy', 'both': False, 'cv': 5, 'n_iter': 200, 'n_jobs': 5, 'use_gamma_columns': True}",,,,,,,,,,,,,,,
30/12/2022,"{'scaler': StandardScaler(), 'kBest': SelectKBest(), 'classifier': LogisticRegression(C=30, max_iter=10000, random_state=42)}","{'kBest__score_func': <function f_classif at 0x00000232316FD480>, 'kBest__k': 32, 'classifier__C': 30, 'classifier': LogisticRegression(C=30, max_iter=10000, random_state=42)}","['Pair_Mean_Power_Abs_Alpha_F7-F8', 'Pair_Mean_Power_Abs_Beta1_F3-F4', 'Pair_Mean_Power_Abs_Beta1_F7-F8', 'Pair_Mean_Power_Abs_Beta2_F3-F4', 'Pair_Mean_Power_Abs_Beta2_F7-F8', 'Pair_Mean_Power_Abs_Delta_P3-P4', 'Pair_Mean_Power_Abs_Theta_C3-C4', 'Pair_Mean_Power_Abs_Theta_F3-F4', 'Pair_Mean_Power_Abs_Theta_F7-F8', 'Pair_Mean_Power_Abs_Theta_P3-P4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_CP2', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_CPz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_Iz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_O2', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_Oz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P1', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P2', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P6', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_PO4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_PO8', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_POz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_Pz', 'Ratio_Relative_Power_Norm_Delta Over Theta_AF3', 'Ratio_Relative_Power_Norm_Delta Over Theta_AFz', 'Ratio_Relative_Power_Norm_Delta Over Theta_Fp1', 'Single_Mean_Power_Abs_Beta2_F1', 'Single_Mean_Power_Abs_Beta2_F3', 'Single_Mean_Power_Abs_Beta2_Fz', 'Single_Mean_Power_Abs_Delta_Fp2', 'Single_Relative_Power_Norm_Beta2_F7', 'Single_Relative_Power_Norm_Gamma_F7']","{'rs': 42, 'X_version': 1, 'split_rows': 1, 'drop_out_correlated': False, 'age_under_50': False, 'debug': False, 'exhaustive_grid_search': True, 'classification_type': 'normal', 'scoring_method': 'accuracy', 'both': False, 'cv': 5, 'n_iter': 200, 'n_jobs': 5, 'use_gamma_columns': True}",,,,,,,,,,,,,,,
30/12/2022,"{'scaler': StandardScaler(), 'kBest': SelectKBest(), 'classifier': LogisticRegression(C=30, max_iter=10000, random_state=42)}","{'kBest__score_func': <function f_classif at 0x0000022A667B5000>, 'kBest__k': 32, 'classifier__C': 30, 'classifier': LogisticRegression(C=30, max_iter=10000, random_state=42)}","['Pair_Mean_Power_Abs_Alpha_F7-F8', 'Pair_Mean_Power_Abs_Beta1_F3-F4', 'Pair_Mean_Power_Abs_Beta1_F7-F8', 'Pair_Mean_Power_Abs_Beta2_F3-F4', 'Pair_Mean_Power_Abs_Beta2_F7-F8', 'Pair_Mean_Power_Abs_Delta_P3-P4', 'Pair_Mean_Power_Abs_Theta_C3-C4', 'Pair_Mean_Power_Abs_Theta_F3-F4', 'Pair_Mean_Power_Abs_Theta_F7-F8', 'Pair_Mean_Power_Abs_Theta_P3-P4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_CP2', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_CPz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_Iz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_O2', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_Oz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P1', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P2', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P6', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_PO4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_PO8', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_POz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_Pz', 'Ratio_Relative_Power_Norm_Delta Over Theta_AF3', 'Ratio_Relative_Power_Norm_Delta Over Theta_AFz', 'Ratio_Relative_Power_Norm_Delta Over Theta_Fp1', 'Single_Mean_Power_Abs_Beta2_F1', 'Single_Mean_Power_Abs_Beta2_F3', 'Single_Mean_Power_Abs_Beta2_Fz', 'Single_Mean_Power_Abs_Delta_Fp2', 'Single_Relative_Power_Norm_Beta2_F7', 'Single_Relative_Power_Norm_Gamma_F7']","{'rs': 42, 'X_version': 1, 'split_rows': 1, 'drop_out_correlated': False, 'age_under_50': False, 'debug': False, 'exhaustive_grid_search': True, 'classification_type': 'normal', 'scoring_method': 'accuracy', 'both': False, 'cv': 5, 'n_iter': 200, 'n_jobs': 5, 'use_gamma_columns': True}",,,,,,,,,,,,,,,
30/12/2022,"{'scaler': StandardScaler(), 'kBest': SelectKBest(), 'classifier': LogisticRegression(C=30, max_iter=10000, random_state=42)}","{'kBest__score_func': <function f_classif at 0x0000023245E3D000>, 'kBest__k': 32, 'classifier__C': 30, 'classifier': LogisticRegression(C=30, max_iter=10000, random_state=42)}","['Pair_Mean_Power_Abs_Alpha_F7-F8', 'Pair_Mean_Power_Abs_Beta1_F3-F4', 'Pair_Mean_Power_Abs_Beta1_F7-F8', 'Pair_Mean_Power_Abs_Beta2_F3-F4', 'Pair_Mean_Power_Abs_Beta2_F7-F8', 'Pair_Mean_Power_Abs_Delta_P3-P4', 'Pair_Mean_Power_Abs_Theta_C3-C4', 'Pair_Mean_Power_Abs_Theta_F3-F4', 'Pair_Mean_Power_Abs_Theta_F7-F8', 'Pair_Mean_Power_Abs_Theta_P3-P4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_CP2', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_CPz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_Iz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_O2', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_Oz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P1', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P2', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P6', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_PO4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_PO8', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_POz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_Pz', 'Ratio_Relative_Power_Norm_Delta Over Theta_AF3', 'Ratio_Relative_Power_Norm_Delta Over Theta_AFz', 'Ratio_Relative_Power_Norm_Delta Over Theta_Fp1', 'Single_Mean_Power_Abs_Beta2_F1', 'Single_Mean_Power_Abs_Beta2_F3', 'Single_Mean_Power_Abs_Beta2_Fz', 'Single_Mean_Power_Abs_Delta_Fp2', 'Single_Relative_Power_Norm_Beta2_F7', 'Single_Relative_Power_Norm_Gamma_F7']","{'rs': 42, 'X_version': 1, 'split_rows': 1, 'drop_out_correlated': False, 'age_under_50': False, 'debug': False, 'exhaustive_grid_search': True, 'classification_type': 'normal', 'scoring_method': 'accuracy', 'both': False, 'cv': 5, 'n_iter': 200, 'n_jobs': 5, 'use_gamma_columns': True}",,,,,,,,,,,,,,,
30/12/2022,"{'scaler': StandardScaler(), 'kBest': SelectKBest(), 'classifier': LogisticRegression(C=30, max_iter=10000, random_state=42)}","{'kBest__score_func': <function f_classif at 0x00000217C43E9000>, 'kBest__k': 32, 'classifier__C': 30, 'classifier': LogisticRegression(C=30, max_iter=10000, random_state=42)}","['Pair_Mean_Power_Abs_Alpha_F7-F8', 'Pair_Mean_Power_Abs_Beta1_F3-F4', 'Pair_Mean_Power_Abs_Beta1_F7-F8', 'Pair_Mean_Power_Abs_Beta2_F3-F4', 'Pair_Mean_Power_Abs_Beta2_F7-F8', 'Pair_Mean_Power_Abs_Delta_P3-P4', 'Pair_Mean_Power_Abs_Theta_C3-C4', 'Pair_Mean_Power_Abs_Theta_F3-F4', 'Pair_Mean_Power_Abs_Theta_F7-F8', 'Pair_Mean_Power_Abs_Theta_P3-P4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_CP2', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_CPz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_Iz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_O2', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_Oz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P1', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P2', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P6', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_PO4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_PO8', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_POz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_Pz', 'Ratio_Relative_Power_Norm_Delta Over Theta_AF3', 'Ratio_Relative_Power_Norm_Delta Over Theta_AFz', 'Ratio_Relative_Power_Norm_Delta Over Theta_Fp1', 'Single_Mean_Power_Abs_Beta2_F1', 'Single_Mean_Power_Abs_Beta2_F3', 'Single_Mean_Power_Abs_Beta2_Fz', 'Single_Mean_Power_Abs_Delta_Fp2', 'Single_Relative_Power_Norm_Beta2_F7', 'Single_Relative_Power_Norm_Gamma_F7']","{'rs': 42, 'X_version': 1, 'split_rows': 1, 'drop_out_correlated': False, 'age_under_50': False, 'debug': False, 'exhaustive_grid_search': True, 'classification_type': 'normal', 'scoring_method': 'accuracy', 'both': False, 'cv': 5, 'n_iter': 200, 'n_jobs': 5, 'use_gamma_columns': True}",,,,,,,,,,,,,,,
30/12/2022,"{'scaler': StandardScaler(), 'kBest': SelectKBest(), 'classifier': LogisticRegression(C=30, max_iter=10000, random_state=42)}","{'kBest__score_func': <function f_classif at 0x000001CACAAC9000>, 'kBest__k': 32, 'classifier__C': 30, 'classifier': LogisticRegression(C=30, max_iter=10000, random_state=42)}","['Pair_Mean_Power_Abs_Alpha_F7-F8', 'Pair_Mean_Power_Abs_Beta1_F3-F4', 'Pair_Mean_Power_Abs_Beta1_F7-F8', 'Pair_Mean_Power_Abs_Beta2_F3-F4', 'Pair_Mean_Power_Abs_Beta2_F7-F8', 'Pair_Mean_Power_Abs_Delta_P3-P4', 'Pair_Mean_Power_Abs_Theta_C3-C4', 'Pair_Mean_Power_Abs_Theta_F3-F4', 'Pair_Mean_Power_Abs_Theta_F7-F8', 'Pair_Mean_Power_Abs_Theta_P3-P4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_CP2', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_CPz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_Iz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_O2', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_Oz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P1', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P2', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P6', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_PO4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_PO8', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_POz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_Pz', 'Ratio_Relative_Power_Norm_Delta Over Theta_AF3', 'Ratio_Relative_Power_Norm_Delta Over Theta_AFz', 'Ratio_Relative_Power_Norm_Delta Over Theta_Fp1', 'Single_Mean_Power_Abs_Beta2_F1', 'Single_Mean_Power_Abs_Beta2_F3', 'Single_Mean_Power_Abs_Beta2_Fz', 'Single_Mean_Power_Abs_Delta_Fp2', 'Single_Relative_Power_Norm_Beta2_F7', 'Single_Relative_Power_Norm_Gamma_F7']","{'rs': 42, 'X_version': 1, 'split_rows': 1, 'drop_out_correlated': False, 'age_under_50': False, 'debug': False, 'exhaustive_grid_search': True, 'classification_type': 'normal', 'scoring_method': 'accuracy', 'both': False, 'cv': 5, 'n_iter': 200, 'n_jobs': 5, 'use_gamma_columns': True}",,,,,,,,,,,,,,,
