iter	Logloss
610	0.04161348513
611	0.04140081576
612	0.04131356307
613	0.04124259949
614	0.04111044747
615	0.04105054906
616	0.04094270297
617	0.04082431112
618	0.04067037787
619	0.04059129102
620	0.04036707538
621	0.04022691931
622	0.04006595271
623	0.03994135346
624	0.03981252228
625	0.03973375899
626	0.0395915338
627	0.03939683948
628	0.03915871893
629	0.03901771137
630	0.03895164388
631	0.03884931122
632	0.03865169627
633	0.03846731356
634	0.03840366006
635	0.03835054806
636	0.03817004391
637	0.03801043544
638	0.03788086772
639	0.03778879983
640	0.03773356761
641	0.03765703099
642	0.03759729862
643	0.03746669207
644	0.03741484455
645	0.03726599472
646	0.03719811354
647	0.03704614299
648	0.03693214059
649	0.03683297975
650	0.03668924315
651	0.03651869723
652	0.03642104353
653	0.03639680147
654	0.03628137282
655	0.03621804714
656	0.03603064162
657	0.03595933744
658	0.03581638847
659	0.03569607224
660	0.03564544235
661	0.03550650392
662	0.03545766217
663	0.03534779378
664	0.03527923567
665	0.03518339992
666	0.03513704879
667	0.03504895738
668	0.0349288008
669	0.03478406583
670	0.03474094399
671	0.03458643811
672	0.03447691883
673	0.03436524953
674	0.03427675792
675	0.03423005768
676	0.03414515938
677	0.03411764119
678	0.03399228411
679	0.03391377841
680	0.03380167059
681	0.03373970304
682	0.03365319116
683	0.03348112745
684	0.03336861091
685	0.03327191515
686	0.03315030251
687	0.03306120634
688	0.03298545309
689	0.03285106591
690	0.03280813779
691	0.03266230226
692	0.03260724034
693	0.03252299343
694	0.03235267316
695	0.0322344814
696	0.03216931437
697	0.03210713182
698	0.03205105875
699	0.03200446282
700	0.03189432834
701	0.03184497144
702	0.03177176842
703	0.03172779935
704	0.03166246414
705	0.03162183293
706	0.03151240519
707	0.03141139448
708	0.03137098891
709	0.03124711343
710	0.03120406823
711	0.03102992475
712	0.03087594679
713	0.03078687617
714	0.03075242468
715	0.03065807905
716	0.03050173393
717	0.03040387375
718	0.03029101448
719	0.03020452602
720	0.03011656659
721	0.0300813594
722	0.02996385523
723	0.02988592642
724	0.02972880432
725	0.02963700039
726	0.02958001409
727	0.02949350647
728	0.02945218767
729	0.02936273388
730	0.02927462544
731	0.02923421349
732	0.0291532789
733	0.02906301192
734	0.0289414674
735	0.02881282994
736	0.02876369868
737	0.02866657078
738	0.02863860343
739	0.02859981997
740	0.02857768748
741	0.02853633038
742	0.02844451368
743	0.02837722216
744	0.02833137342
745	0.02830451727
746	0.02828955437
747	0.02821478035
748	0.02815130566
749	0.02806327598
750	0.02795296056
751	0.02789095044
752	0.02781151022
753	0.02774018688
754	0.02770517554
755	0.02757140781
756	0.02753264989
757	0.02745110648
758	0.027395936
759	0.02733228462
760	0.0272123324
761	0.02717790433
762	0.02714878321
763	0.02707783665
764	0.02693795306
765	0.02688720184
766	0.02684743064
767	0.02678790263
768	0.02675408125
769	0.02671343514
770	0.02663592781
771	0.0266115708
772	0.02657795378
773	0.02652227027
774	0.02641544597
775	0.02635478122
776	0.02626769032
777	0.0262259032
778	0.02617960743
779	0.02614355939
780	0.02606470244
781	0.02600788219
782	0.02596829406
783	0.02593370846
784	0.02587015714
785	0.02581105488
786	0.02571196854
787	0.02563499553
788	0.02554159292
789	0.0254740119
790	0.0254435667
791	0.02533858163
792	0.02523221288
793	0.02517851336
794	0.02512671266
795	0.02507534623
796	0.02499241701
797	0.02496417505
798	0.02487057022
799	0.02477845975
800	0.02472027923
801	0.02463941915
802	0.02458646894
803	0.0245143388
804	0.02446941819
805	0.02443298485
806	0.02440464922
807	0.02438351299
808	0.02431552538
809	0.02421782911
810	0.02415851184
811	0.02410657065
812	0.02407317502
813	0.02401975436
814	0.02393960527
815	0.02382976668
816	0.02375473082
817	0.02372254644
818	0.02369424488
819	0.02360986173
820	0.023586022
821	0.02353184777
822	0.02350003379
823	0.02346035625
824	0.02343268692
825	0.02339377999
826	0.02331100191
827	0.02327228018
828	0.02323633007
829	0.02320568476
830	0.02315822669
831	0.0231381527
832	0.023050106
833	0.02302016956
834	0.0229425856
835	0.02284301179
836	0.02280983329
837	0.02273115516
838	0.02268995132
839	0.02265274525
840	0.02261892387
841	0.02260240061
842	0.02249411174
843	0.02239611745
844	0.02234139613
845	0.02230540982
846	0.02222153119
847	0.02215982761
848	0.02214916263
849	0.02206943716
850	0.02202710084
851	0.0219804751
852	0.02192242231
853	0.02185048376
854	0.02174847892
855	0.02172467325
856	0.02163585169
857	0.02158088343
858	0.02153524331
859	0.02151210393
860	0.02148931793
861	0.02146192321
862	0.02139445288
863	0.0213430311
864	0.02131820151
865	0.02127700618
866	0.02124081339
867	0.0212139764
868	0.0211690345
869	0.02114143755
870	0.02110462742
871	0.02108905997
872	0.02106031988
873	0.02096887359
874	0.02093045839
875	0.02090481988
876	0.02081902538
877	0.02078964881
878	0.02075746868
879	0.02071289292
880	0.02069076683
881	0.02065034424
882	0.02061736158
883	0.02058388506
884	0.02056565029
885	0.0205229904
886	0.02046362843
887	0.02042436174
888	0.02036718386
889	0.020329816
890	0.02027591211
891	0.02021597539
892	0.02015737976
893	0.0201389151
894	0.0200478392
895	0.02000713561
896	0.01996474181
897	0.0199403699
898	0.01991724542
899	0.01988210848
900	0.01982939882
901	0.01975227892
902	0.01973795678
903	0.0197118691
904	0.01966684631
905	0.01963260344
906	0.01957080407
907	0.01952187078
908	0.01951177205
909	0.01944875717
910	0.0194128624
911	0.0193814465
912	0.01935356004
913	0.01931967267
914	0.01926769742
915	0.01924812368
916	0.01922837326
917	0.01915649005
918	0.01910455312
919	0.01905208187
920	0.01901567621
921	0.01896021196
922	0.01893151019
923	0.01889765688
924	0.01886459121
925	0.01881778453
926	0.01878364597
927	0.01875147223
928	0.01868316744
929	0.01863162432
930	0.01858696342
931	0.01854789683
932	0.01852001676
933	0.01846599579
934	0.01844979184
935	0.01838703241
936	0.0183276747
937	0.01827762595
938	0.0182221617
939	0.0181627827
940	0.01813659923
941	0.01808880057
942	0.01804851634
943	0.01803399835
944	0.01800876856
945	0.01796145311
946	0.01788998076
947	0.01784000652
948	0.01780976036
949	0.01778684131
950	0.01774309788
951	0.01770190895
952	0.01766986719
953	0.01763523051
954	0.01760302271
955	0.01757759707
956	0.01756007437
957	0.017534372
958	0.01751706323
959	0.01749823987
960	0.01745344698
961	0.01742361699
962	0.01739517706
963	0.01733396947
964	0.01729799275
965	0.01724634852
966	0.01717674945
967	0.01715200075
968	0.0170918139
969	0.01707947254
970	0.01704092324
971	0.01699870931
972	0.0169755859
973	0.01696356386
974	0.01694117699
975	0.01691085207
976	0.01684068995
977	0.01680159569
978	0.01676457162
979	0.01672514741
980	0.01671266024
981	0.01670261153
982	0.01665603795
983	0.01661367182
984	0.01658551608
985	0.01656524943
986	0.01654305948
987	0.0165308203
988	0.01652021706
989	0.0164882264
990	0.01646682939
991	0.0164466479
992	0.01642192049
993	0.01635425431
994	0.01632992285
995	0.01629887734
996	0.01628349615
997	0.01624838582
998	0.01621891239
999	0.01616375468
