iter	Passed	Remaining
446	1170	1447
447	1173	1445
448	1175	1442
449	1178	1440
450	1181	1437
451	1183	1435
452	1186	1432
453	1188	1429
454	1191	1427
455	1193	1424
456	1196	1421
457	1199	1419
458	1201	1416
459	1204	1413
460	1205	1409
461	1207	1406
462	1210	1403
463	1212	1400
464	1214	1397
465	1217	1394
466	1219	1391
467	1221	1388
468	1224	1386
469	1227	1384
470	1229	1381
471	1232	1378
472	1235	1376
473	1238	1373
474	1240	1371
475	1243	1368
476	1245	1365
477	1248	1362
478	1250	1359
479	1252	1357
480	1255	1354
481	1258	1352
482	1260	1349
483	1263	1346
484	1265	1343
485	1268	1341
486	1270	1338
487	1273	1335
488	1275	1333
489	1278	1330
490	1280	1327
491	1282	1324
492	1285	1321
493	1288	1319
494	1290	1316
495	1293	1314
496	1295	1311
497	1298	1308
498	1300	1306
499	1303	1303
500	1306	1301
501	1309	1298
502	1312	1296
503	1314	1294
504	1317	1291
505	1320	1288
506	1322	1286
507	1325	1283
508	1327	1280
509	1330	1278
510	1333	1275
511	1335	1273
512	1338	1270
513	1340	1267
514	1343	1265
515	1346	1262
516	1348	1259
517	1351	1257
518	1354	1254
519	1356	1252
520	1358	1249
521	1361	1246
522	1363	1243
523	1366	1241
524	1368	1238
525	1370	1235
526	1373	1232
527	1375	1229
528	1378	1227
529	1380	1224
530	1383	1221
531	1385	1218
532	1387	1216
533	1390	1213
534	1392	1210
535	1395	1207
536	1398	1205
537	1400	1202
538	1403	1200
539	1405	1197
540	1408	1194
541	1410	1192
542	1412	1189
543	1415	1186
544	1417	1183
545	1420	1180
546	1422	1177
547	1424	1174
548	1426	1171
549	1428	1169
550	1431	1166
551	1433	1163
552	1435	1160
553	1438	1158
554	1440	1155
555	1442	1152
556	1444	1148
557	1446	1145
558	1448	1142
559	1450	1139
560	1452	1136
561	1454	1133
562	1457	1131
563	1459	1128
564	1462	1125
565	1464	1122
566	1466	1119
567	1468	1116
568	1470	1113
569	1472	1110
570	1474	1107
571	1476	1105
572	1479	1102
573	1481	1099
574	1483	1096
575	1485	1093
576	1487	1090
577	1488	1086
578	1490	1083
579	1491	1080
580	1493	1077
581	1495	1073
582	1497	1071
583	1499	1068
584	1502	1065
585	1503	1062
586	1505	1059
587	1508	1056
588	1510	1054
589	1512	1051
590	1514	1047
591	1515	1044
592	1518	1042
593	1520	1039
594	1522	1036
595	1524	1033
596	1527	1030
597	1528	1027
598	1531	1024
599	1533	1022
600	1534	1018
601	1536	1015
602	1538	1012
603	1539	1009
604	1541	1006
605	1543	1003
606	1545	1000
607	1547	997
608	1549	995
609	1552	992
610	1554	989
611	1555	986
612	1558	983
613	1560	981
614	1563	978
615	1564	975
616	1567	972
617	1569	969
618	1571	967
619	1573	964
620	1575	961
621	1577	958
622	1579	955
623	1581	953
624	1584	950
625	1585	947
626	1587	944
627	1589	941
628	1590	938
629	1592	935
630	1594	932
631	1596	929
632	1598	926
633	1600	923
634	1602	921
635	1604	918
636	1606	915
637	1607	912
638	1609	909
639	1611	906
640	1613	903
641	1615	900
642	1617	897
643	1618	894
644	1620	891
645	1622	889
646	1624	886
647	1625	883
648	1627	880
649	1628	877
650	1630	874
651	1632	871
652	1634	868
653	1635	865
654	1637	862
655	1639	859
656	1641	857
657	1643	854
658	1645	851
659	1647	848
660	1649	845
661	1651	843
662	1653	840
663	1655	837
664	1657	834
665	1659	832
666	1661	829
667	1663	826
668	1665	824
669	1668	821
670	1669	818
671	1671	815
672	1673	812
673	1674	810
674	1676	807
675	1678	804
676	1679	801
677	1681	798
678	1683	795
679	1685	793
680	1687	790
681	1689	787
682	1691	785
683	1693	782
684	1695	779
685	1696	776
686	1698	774
687	1700	771
688	1702	768
689	1704	765
690	1706	763
691	1708	760
692	1710	757
693	1712	754
694	1714	752
695	1716	749
696	1718	746
697	1719	744
698	1721	741
699	1723	738
700	1724	735
701	1726	732
702	1728	730
703	1731	727
704	1733	725
705	1735	722
706	1737	719
707	1739	717
708	1741	714
709	1743	711
710	1745	709
711	1747	706
712	1749	704
713	1750	701
714	1752	698
715	1754	695
716	1756	693
717	1758	690
718	1759	687
719	1761	685
720	1763	682
721	1764	679
722	1766	676
723	1768	674
724	1769	671
725	1771	668
726	1773	666
727	1775	663
728	1777	660
729	1779	658
730	1781	655
731	1783	652
732	1785	650
733	1787	647
734	1789	645
735	1792	642
736	1793	640
737	1796	637
738	1798	635
739	1800	632
740	1801	629
741	1803	627
742	1804	624
743	1806	621
744	1808	618
745	1809	616
746	1811	613
747	1813	610
748	1815	608
749	1817	605
750	1819	603
751	1821	600
752	1823	598
753	1825	595
754	1827	592
755	1828	590
756	1830	587
757	1832	585
758	1834	582
759	1836	579
760	1837	577
761	1840	574
762	1842	572
763	1844	569
764	1845	566
765	1847	564
766	1848	561
767	1850	559
768	1852	556
769	1854	553
770	1856	551
771	1858	548
772	1859	546
773	1861	543
774	1863	540
775	1865	538
776	1867	535
777	1868	533
778	1870	530
779	1872	528
780	1874	525
781	1876	523
782	1878	520
783	1880	518
784	1882	515
785	1883	512
786	1885	510
787	1886	507
788	1888	505
789	1890	502
790	1891	499
791	1893	497
792	1895	494
793	1897	492
794	1898	489
795	1900	487
796	1902	484
797	1904	482
798	1906	479
799	1908	477
800	1910	474
801	1912	472
802	1914	469
803	1916	467
804	1918	464
805	1919	462
806	1921	459
807	1923	456
808	1924	454
809	1926	451
810	1927	449
811	1929	446
812	1931	444
813	1932	441
814	1934	439
815	1936	436
816	1938	434
817	1941	431
818	1943	429
819	1945	427
820	1947	424
821	1950	422
822	1952	419
823	1954	417
824	1956	415
825	1958	412
826	1960	410
827	1962	407
828	1964	405
829	1966	402
830	1967	400
831	1969	397
832	1971	395
833	1973	392
834	1976	390
835	1977	387
836	1979	385
837	1981	383
838	1983	380
839	1985	378
840	1987	375
841	1989	373
842	1991	370
843	1993	368
844	1994	365
845	1997	363
846	1999	361
847	2000	358
848	2002	356
849	2004	353
850	2005	351
851	2007	348
852	2009	346
853	2011	343
854	2012	341
855	2014	338
856	2016	336
857	2018	334
858	2020	331
859	2022	329
860	2023	326
861	2025	324
862	2027	321
863	2029	319
864	2031	316
865	2033	314
866	2035	312
867	2036	309
868	2038	307
869	2040	304
870	2042	302
871	2043	300
872	2045	297
873	2047	295
874	2049	292
875	2051	290
876	2052	287
877	2055	285
878	2057	283
879	2059	280
880	2061	278
881	2063	276
882	2065	273
883	2067	271
884	2069	268
885	2072	266
886	2075	264
887	2077	261
888	2079	259
889	2080	257
890	2083	254
891	2084	252
892	2086	249
893	2087	247
894	2089	245
895	2091	242
896	2093	240
897	2095	238
898	2098	235
899	2100	233
900	2102	231
901	2104	228
902	2106	226
903	2108	223
904	2110	221
905	2113	219
906	2115	216
907	2117	214
908	2119	212
909	2121	209
910	2123	207
911	2125	205
912	2126	202
913	2128	200
914	2130	197
915	2132	195
916	2134	193
917	2136	190
918	2138	188
919	2140	186
920	2142	183
921	2144	181
922	2146	179
923	2148	176
924	2150	174
925	2152	172
926	2154	169
927	2156	167
928	2158	164
929	2160	162
930	2163	160
931	2164	157
932	2166	155
933	2167	153
934	2169	150
935	2171	148
936	2172	146
937	2174	143
938	2176	141
939	2177	139
940	2179	136
941	2181	134
942	2183	131
943	2185	129
944	2187	127
945	2189	124
946	2191	122
947	2193	120
948	2194	117
949	2196	115
950	2199	113
951	2201	110
952	2203	108
953	2205	106
954	2208	104
955	2209	101
956	2212	99
957	2214	97
958	2216	94
959	2218	92
960	2220	90
961	2223	87
962	2225	85
963	2227	83
964	2229	80
965	2231	78
966	2234	76
967	2236	73
968	2237	71
969	2239	69
970	2241	66
971	2242	64
972	2245	62
973	2246	59
974	2248	57
975	2250	55
976	2251	53
977	2253	50
978	2255	48
979	2257	46
980	2259	43
981	2261	41
982	2263	39
983	2265	36
984	2266	34
985	2268	32
986	2270	29
987	2271	27
988	2273	25
989	2275	22
990	2277	20
991	2279	18
992	2281	16
993	2283	13
994	2285	11
995	2287	9
996	2288	6
997	2290	4
998	2291	2
999	2293	0
