iter	Logloss
0	0.6782671703
1	0.6550590279
2	0.630317637
3	0.6164656846
4	0.5957343477
5	0.5775952732
6	0.5570398262
7	0.5435880948
8	0.5282680825
9	0.5172491764
10	0.5038388095
11	0.4944681787
12	0.4818135427
13	0.4684453178
14	0.4572728901
15	0.4490978187
16	0.4389159091
17	0.4266052141
18	0.4159674586
19	0.4086705682
20	0.3975918944
21	0.3946205668
22	0.3843885231
23	0.3775908187
24	0.3696982552
25	0.3612352064
26	0.3527134846
27	0.3477098517
28	0.3406010761
29	0.3325621704
30	0.3257381956
31	0.3224126689
32	0.3176521288
33	0.3125123084
34	0.3070055374
35	0.3002193672
36	0.2950007941
37	0.2898340905
38	0.2836148837
39	0.2752835351
40	0.2688790992
41	0.2638355512
42	0.2581450361
43	0.2513658092
44	0.2462805811
45	0.2419529586
46	0.2374611766
47	0.2322779665
48	0.229075913
49	0.2233432928
50	0.2194349032
51	0.2141481663
52	0.2124452304
53	0.2091870508
54	0.2045471577
55	0.2014623935
56	0.1972758788
57	0.1941004901
58	0.1908249324
59	0.1877081361
60	0.1836893693
61	0.1819632519
62	0.1781049932
63	0.1744848962
64	0.1720387961
65	0.1685303471
66	0.1648387198
67	0.161814758
68	0.158719548
69	0.1562799237
70	0.1540654585
71	0.1504455014
72	0.1479234058
73	0.1459893526
74	0.1438328342
75	0.1419244705
76	0.1407159176
77	0.1388327727
78	0.1364989332
79	0.1341431597
80	0.1323408375
81	0.1291316352
82	0.1273563837
83	0.1257508075
84	0.1235325424
85	0.1221978005
86	0.1208762123
87	0.1185157911
88	0.1165222878
89	0.1151800247
90	0.1137000811
91	0.1120341791
92	0.1103409592
93	0.1084573661
94	0.1067870626
95	0.104646302
96	0.1029127849
97	0.1016940049
98	0.0996497139
99	0.09829105546
100	0.09629663743
101	0.09468179696
102	0.09397680231
103	0.09195615687
104	0.09033479705
105	0.08861124634
106	0.08713189749
107	0.08564065824
108	0.08422898183
109	0.08267967203
110	0.08131935193
111	0.07987840455
112	0.07820186673
113	0.07711785241
114	0.07616216026
115	0.07521490189
116	0.07399019971
117	0.07268187785
118	0.07157029938
119	0.07042935027
120	0.06961187066
121	0.06856444278
122	0.06746351301
123	0.06639359982
124	0.06511066754
125	0.064250168
126	0.0629611009
127	0.06205942891
128	0.0611722323
129	0.05980514226
130	0.05904232075
131	0.05837761029
132	0.05772132536
133	0.05686868282
134	0.05605195817
135	0.05505000373
136	0.05437354071
137	0.05367122745
138	0.05279531048
139	0.05227450272
140	0.05156321787
141	0.05087086422
142	0.05012035006
143	0.04919065917
144	0.04844725859
145	0.047824137
146	0.04719128087
147	0.04650067543
148	0.04590685007
149	0.04530588129
150	0.0447858895
151	0.0443163501
152	0.04354168043
153	0.04308575378
154	0.04255949756
155	0.04217684928
156	0.04180214958
157	0.04136819833
158	0.04097772585
159	0.04050791695
160	0.0400044491
161	0.03942733717
162	0.03891719701
163	0.03834408072
164	0.0378798896
165	0.03743569512
166	0.03698836948
167	0.03657000934
168	0.03614679574
169	0.03568663952
170	0.03533013651
171	0.03487857399
172	0.03458591937
173	0.03415804761
174	0.03375962545
175	0.03345855453
176	0.03305389587
177	0.03270490036
178	0.03236149306
179	0.03197955168
180	0.03171419043
181	0.03139786904
182	0.03097771953
183	0.03076279763
184	0.03048254836
185	0.03024213257
186	0.02990958849
187	0.02968746665
188	0.02944952059
189	0.02923635312
190	0.029027894
191	0.02872106129
192	0.02837837208
193	0.02799266454
194	0.0277331188
195	0.02752811416
196	0.02728265569
197	0.02694790379
198	0.02663229049
199	0.02631209302
200	0.02600894984
201	0.02579680674
202	0.02559612605
203	0.02536555988
204	0.025182329
205	0.02496600646
206	0.02470102434
207	0.02449523558
208	0.02424355285
209	0.02406729029
210	0.02387453793
211	0.02368159728
212	0.02349867972
213	0.02326647485
214	0.0231153719
215	0.02294749069
216	0.02279653918
217	0.02264854421
218	0.02250389977
219	0.02234209649
220	0.02219840212
221	0.02205959408
222	0.02192331442
223	0.02176821534
224	0.02161837512
225	0.02143439869
226	0.02130613194
227	0.02116226952
228	0.02099399132
229	0.02090658822
230	0.02073560632
231	0.02059675317
232	0.02047728322
233	0.02036134065
234	0.02022635532
235	0.0201147258
236	0.02000308207
237	0.01992397708
238	0.0197953483
239	0.01968716239
240	0.01953414921
241	0.01941053426
242	0.01926147942
243	0.01914468355
244	0.01903072154
245	0.0188751422
246	0.01876109484
247	0.01869189305
248	0.01862355372
249	0.01852971465
250	0.01843457135
251	0.01834027508
252	0.01823418533
253	0.0181028288
254	0.01799951803
255	0.01789848441
256	0.01779934546
257	0.01769855584
258	0.01763764996
259	0.01754173816
260	0.01740794961
261	0.01731223913
262	0.01723800768
263	0.01713680362
264	0.01706416326
265	0.01700815447
266	0.01692729527
267	0.01681364237
268	0.0166926046
269	0.01657667009
270	0.01648125418
271	0.01641551394
272	0.01632333074
273	0.01623816102
274	0.01616268991
275	0.01610004443
276	0.01597365837
277	0.01586506968
278	0.01580020197
279	0.01572891538
280	0.0156346903
281	0.01554397773
282	0.01546968558
283	0.01536601868
284	0.01527970425
285	0.01520807214
286	0.01512590664
287	0.0150558787
288	0.01499096659
289	0.01491150878
290	0.01484736684
291	0.01475390867
292	0.01468787906
293	0.01463544712
294	0.01456103313
295	0.01450450491
296	0.01444426243
297	0.01438080999
298	0.0143140857
299	0.01424373366
300	0.01418162362
301	0.0141204934
302	0.01405727005
303	0.01399012314
304	0.0139341943
305	0.01387213156
306	0.01381674277
307	0.01375902635
308	0.013696231
309	0.01363655047
310	0.01358412365
311	0.01354292165
312	0.0134903913
313	0.01343349638
314	0.01338079851
315	0.01332972486
316	0.01327204195
317	0.01322679389
318	0.01317563397
319	0.0131316319
320	0.01308303387
321	0.01304597276
322	0.01299944043
323	0.01295208699
324	0.01290903909
325	0.01286248611
326	0.01280851528
327	0.01276701936
328	0.01271954287
329	0.01266645102
330	0.01262191767
331	0.01258137888
332	0.01253771709
333	0.01249774063
334	0.01245471165
335	0.01241299184
336	0.01237083608
337	0.01233220326
338	0.01228903952
339	0.01224757057
340	0.01221604737
341	0.01217530537
342	0.01213820327
343	0.01209793218
344	0.01206138186
345	0.0120198504
346	0.01198161666
347	0.01194309523
348	0.01191322837
349	0.01187470203
350	0.01181631547
351	0.01178159762
352	0.01174250669
353	0.01170609207
354	0.01167214181
